3021,Brown Gray Very Dark,79,75,65,#4F4B41,Ȃ,c8 82
3024,Brown Gray Very Light,235,234,231,#EBEAE7,ȃ,c8 83
3023,Brown Gray Light,177,170,151,#B1AA97,Ȅ,c8 84
3022,Brown Gray Medium,142,144,120,#8E9078,ȅ,c8 85
535,Ash Gray Very Light,99,100,88,#636458,Ȇ,c8 86
3033,Mocha Brown Very Light,227,216,204,#E3D8CC,ȇ,c8 87
3782,Mocha Brown Light,210,188,166,#D2BCA6,Ȉ,c8 88
3032,Mocha Brown Medium,179,159,139,#B39F8B,ȉ,c8 89
3790,Beige Gray Ultra Dark,127,106,85,#7F6A55,Ȋ,c8 8a
3781,Mocha Brown Dark,107,87,67,#6B5743,ȋ,c8 8b
3866,Mocha Brown Ultra Very Light,250,246,240,#FAF6F0,Ȍ,c8 8c
842,Beige Brown Very Light,209,186,161,#D1BAA1,ȍ,c8 8d
841,Beige Brown Light,182,155,126,#B69B7E,Ȏ,c8 8e
840,Beige Brown Medium,154,124,92,#9A7C5C,ȏ,c8 8f
839,Beige Brown Dark,103,85,65,#675541,Ȑ,c8 90
838,Beige Brown Very Dark,89,73,55,#594937,ȑ,c8 91
3072,Beaver Gray Very Light,230,232,232,#E6E8E8,Ȓ,c8 92
648,Beaver Gray Light,188,180,172,#BCB4AC,ȓ,c8 93
647,Beaver Gray Medium,176,166,156,#B0A69C,Ȕ,c8 94
646,Beaver Gray Dark,135,125,115,#877D73,ȕ,c8 95
645,Beaver Gray Very Dark,110,101,92,#6E655C,Ȗ,c8 96
844,Beaver Gray Ultra Dark,72,72,72,#484848,ȗ,c8 97
762,Pearl Gray Very Light,236,236,236,#ECECEC,Ș,c8 98
415,Pearl Gray,211,211,214,#D3D3D6,ș,c8 99
318,Steel Gray Light,171,171,171,#ABABAB,Ț,c8 9a
414,Steel Gray Dark,140,140,140,#8C8C8C,ț,c8 9b
168,Pewter Very Light,209,209,209,#D1D1D1,Ȝ,c8 9c
169,Pewter Light,132,132,132,#848484,ȝ,c8 9d
317,Pewter Gray,108,108,108,#6C6C6C,Ȟ,c8 9e
413,Pewter Gray Dark,86,86,86,#565656,ȟ,c8 9f
3799,Pewter Gray Very Dark,66,66,66,#424242,Ƞ,c8 a0
310,Black,0,0,0,#000000,ȡ,c8 a1
1,White Tin,227,227,230,#E3E3E6,Ȣ,c8 a2
2,Tin,215,215,216,#D7D7D8,ȣ,c8 a3
3,Tin Medium,184,184,187,#B8B8BB,Ȥ,c8 a4
4,Tin Dark,174,174,177,#AEAEB1,ȥ,c8 a5
5,Driftwood Light,227,204,190,#E3CCBE,Ȧ,c8 a6
6,Driftwood Medium Light,220,198,184,#DCC6B8,ȧ,c8 a7
7,Driftwood,143,123,110,#8F7B6E,Ȩ,c8 a8
8,Driftwood Dark,106,80,70,#6A5046,ȩ,c8 a9
9,Cocoa Very Dark,85,32,14,#552014,Ȫ,c8 aa
10,Tender Green Very Light,237,254,217,#EDFED9,ȫ,c8 ab
11,Tender Green Light,226,237,181,#E2EDB5,Ȭ,c8 ac
12,Tender Green,205,217,154,#CDD99A,ȭ,c8 ad
13,Nile Green Medium Light,191,246,224,#BFF6E0,Ȯ,c8 ae
14,Apple Green Pale,208,251,178,#D0FBB2,ȯ,c8 af
15,Apple Green,209,237,164,#D1EDA4,Ȱ,c8 b0
16,Chartreuse Light,201,194,88,#C9C258,ȱ,c8 b1
17,Yellow Plum Light,229,226,114,#E5E272,Ȳ,c8 b2
18,Yellow Plum,217,213,109,#D9D56D,ȳ,c8 b3
19,Autumn Gold medium Light,247,201,95,#F7C95F,ȴ,c8 b4
20,Shrimp,247,175,147,#F7AF93,ȵ,c8 b5
21,Alizarin Light,215,153,130,#D79982,ȶ,c8 b6
22,Alizarin,188,96,78,#BC604E,ȷ,c8 b7
23,Apple Blossom,237,226,237,#EDE2ED,ȸ,c8 b8
24,White Lavender,224,215,238,#E0D7EE,ȹ,c8 b9
25,Lavender Ultra Light,218,210,233,#DAD2E9,Ⱥ,c8 ba
26,Lavender Pale,215,202,230,#D7CAE6,Ȼ,c8 bb
27,White Violet,240,238,249,#F0EEF9,ȼ,c8 bc
28,Eggplant Medium Light,144,134,169,#9086A9,Ƚ,c8 bd
29,Eggplant,103,64,118,#674076,Ⱦ,c8 be
30,Blueberry Medium Light,125,119,165,#7D77A5,ȿ,c8 bf
31,Blueberry,80,81,141,#50518D,ɀ,c9 80
32,Blueberry Dark,77,46,138,#4D2E8A,Ɂ,c9 81
33,Fuschia,156,89,158,#9C599C,ɂ,c9 82
34,Fuschia Dark,125,48,100,#7D3064,Ƀ,c9 83
35,Fuschia Very Dark,70,5,45,#46052D,Ʉ,c9 84
